3.75335145,-0.002864753,73.35733053,-0.0006,0.001858163,0
3.548689832,1.491394211,9.574437329,1.4995,4.491,2.484
3.603660748,1.490606989,9.512946559,1.4995,4.567,8.859
3.639266662,1.490132194,9.439596994,1.4995,4.555,15.265
3.668834765,1.490447864,9.394171848,1.4995,4.567,21.625
3.694632155,1.491192829,9.34966122,1.4995,4.593,27.984
3.7181259,1.489346608,9.289447486,1.4995,4.605,34.39
3.739002896,1.490245503,9.240963231,1.4995,4.618,40.797
3.758388923,1.491868212,9.175956573,1.4995,4.643,47.14
3.776179016,1.49192108,9.132019687,1.4995,4.656,53.484
3.792724702,1.491625242,9.091326409,1.4995,4.669,59.828
3.808229671,1.489472637,9.060990901,1.4995,4.681,66.219
3.822730076,1.490063423,9.021644546,1.4995,4.694,72.562
3.836114604,1.491236977,8.994135448,1.4995,4.707,78.906
3.622414206,5.41934408,88.80282144,1.4995,5.394756473,85.234
3.860803843,1.490888415,8.910818454,1.4995,4.719,91.578
3.872034625,1.491165869,8.877828059,1.4995,4.732,97.922
3.882546984,1.492244389,8.825698312,1.4995,4.745,104.297
3.892652255,1.492311378,8.776086012,1.4995,4.757,110.625
3.901873597,1.49094351,8.716113474,1.4995,4.757,116.984
3.910537309,1.49012539,8.687653944,1.4995,4.77,123.312
3.919300456,1.491454483,8.664691276,1.4995,4.77,130.078
3.926813672,1.491170395,8.64159731,1.4995,4.783,136.531
3.933866621,1.490634505,8.586322096,1.4995,4.796,143.047
3.940465707,1.491375544,8.560247131,1.4995,4.796,149.484
3.9467336,1.490110723,8.544992342,1.4995,4.808,156
3.952377176,1.493090895,8.52466229,1.4995,4.808,162.453
3.957480984,1.489958658,8.488063862,1.4995,4.821,168.953
3.962229495,1.489637772,8.456368595,1.4995,4.821,175.406
3.966803446,1.490711461,8.446265481,1.4995,4.821,181.906
3.970785093,1.492389021,8.422678649,1.4995,4.821,188.344
3.974487059,1.490508575,8.406026957,1.4995,4.834,194.859
3.977959764,1.49304127,8.389945588,1.4995,4.834,201.359
3.981257,1.491983694,8.371716062,1.4995,4.834,207.797
3.984202854,1.489694252,8.360075455,1.4995,4.834,214.312
3.9872713,1.491817261,8.340363432,1.4995,4.846,220.765
3.989907207,1.49204202,8.314229479,1.4995,4.846,227.25
3.992536568,1.491020446,8.286810778,1.4995,4.846,233.687
3.995182643,1.491732189,8.260388256,1.4995,4.846,240.203
3.997419367,1.489978483,8.246102574,1.4995,4.859,246.609
3.999893827,1.489381524,8.243276851,1.4995,4.859,253.031
4.002432348,1.491714714,8.242662645,1.4995,4.859,259.5
4.004589438,1.49231795,8.249737446,1.4995,4.859,265.922
4.006925993,1.493440047,8.234386757,1.4995,4.859,272.328
3.470321895,6.711688977,59.72012818,1.4995,4.45139761,278.844
4.442676358,6.819557712,62.17123661,1.4995,5.490821081,285.25
4.013177837,1.492378135,8.190655989,1.4995,4.872,291.734
4.01544311,1.492066573,8.181885669,1.4995,4.872,298.172
4.017563389,1.491595009,8.173926543,1.4995,4.872,304.64
4.019851732,1.491375138,8.158648355,1.4995,4.872,311.125
4.021745294,1.491576134,8.148325878,1.4995,4.872,317.594
4.598951098,6.397008669,80.1444307,1.4995,5.481170078,324.062
4.576916489,3.12880036,73.877169,1.4995,4.210506705,330.5
4.027967485,1.490662265,8.109085495,1.4995,4.884,336.937
4.029775961,1.491263129,8.08143086,1.4995,4.884,343.406
4.03169136,1.491862135,8.089749054,1.4995,4.884,349.828
4.033945675,1.492068529,8.101572127,1.4995,4.884,356.328
4.035722294,1.491537503,8.085045882,1.4995,4.897,362.797
4.037877509,1.491724412,8.093907487,1.4995,4.884,369.203
4.039604326,1.493128885,8.077808563,1.4995,4.897,375.703
4.041621932,1.490893405,8.100455381,1.4995,4.897,382.203
4.043483109,1.491474789,8.090674064,1.4995,4.897,388.734
4.045399329,1.491631422,8.074932347,1.4995,4.897,395.203
3.603816417,6.522778024,69.64940938,1.4995,4.320564023,401.609
4.048994497,1.491517581,8.067578792,1.4995,4.91,408.078
4.050888843,1.491034727,8.050860379,1.4995,4.91,414.5
4.052803285,1.491726941,8.047802864,1.4995,4.91,421
4.054617949,1.492061037,8.036414112,1.4995,4.91,427.469
4.056438033,1.491481242,8.039086222,1.4995,4.91,433.875
4.058215504,1.49173942,8.046905434,1.4995,4.91,440.375
4.059870009,1.491834241,8.042375937,1.4995,4.91,446.797
4.061542457,1.491416059,8.060570032,1.4995,4.91,453.265
4.063169397,1.491611315,8.041867,1.4995,4.922,459.672
4.06469019,1.491279526,8.056974295,1.4995,4.922,466.14
4.066467816,1.492486204,8.053667835,1.4995,4.922,472.547
4.068170427,1.491037702,8.073470981,1.4995,4.922,479.031
4.069424654,1.493177749,8.061339916,1.4995,4.922,485.437
